"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003",1359.42633651261,-0.707613984952156,0.238990112434326,0.00144627930896724,0.00391623296994213
"ENSG00000000005",28.6264157271148,-0.256894119459893,0.633895671623843,0.574610009617962,0.664751024204568
"ENSG00000000419",945.129822218943,0.397866122432622,0.155272780771678,0.00906584487601829,0.0199002811023496
"ENSG00000000457",339.032320477142,-0.136250024179834,0.123497619536853,0.263246063962996,0.358693316569681
"ENSG00000000460",189.395142534718,1.30112949724118,0.23410478429798,5.75375350680099e-09,5.14674055529133e-08
"ENSG00000000938",437.783558863543,2.13257647366274,0.485113111098212,6.5191767352175e-07,3.79333484720325e-06
"ENSG00000000971",3025.40272390116,-0.972543432564595,0.352681061189373,0.00330455333254169,0.00815454502782751
"ENSG00000001036",1240.92595774812,-0.13685939103008,0.144492173678404,0.335998347449055,0.437216938559657
"ENSG00000001084",547.644019546755,0.622517233074834,0.165133644630775,0.000124779861413405,0.000435029825588763
"ENSG00000001167",557.239903220213,-0.071321866427395,0.15562095854828,0.584295968178969,0.672874521876747
"ENSG00000001460",152.068345347804,-0.424788751275296,0.20194676999418,0.0290510852927335,0.0552690419503777
"ENSG00000001461",657.943234236047,0.0997761166912443,0.206591729953236,0.665978905395413,0.742443293337031
"ENSG00000001497",768.494597758109,-0.352249897441136,0.128571982877371,0.00559304208789214,0.012996493877155
"ENSG00000001561",421.291796895392,1.36660085143611,0.226192848254448,3.16989941269446e-10,3.76077806712502e-09
"ENSG00000001617",1297.09506836254,2.00288549288653,0.364243257831677,3.0958771290054e-09,2.94930309520535e-08
"ENSG00000001626",120.142526010806,3.02501427271587,0.89871448287784,1.27916597035784e-05,5.5781167576077e-05
"ENSG00000001629",1173.27933562336,0.54752078771696,0.174913936426794,0.00183280350403627,0.00481292695806843
"ENSG00000001630",995.569420677652,-0.926134685210456,0.206224928425412,3.42967642557005e-06,1.68897046344902e-05
"ENSG00000001631",691.248851812388,-0.132635529797837,0.195451908507954,0.448968545853188,0.549677926283423
"ENSG00000002016",268.012624794116,0.3664996206362,0.238650782236058,0.119196412751651,0.184508857284146
"ENSG00000002330",933.16374472674,-0.191810975868581,0.175855393202526,0.228953066848359,0.319852262433352
"ENSG00000002549",2388.38591863356,1.23309158072082,0.231443539434951,3.70996427061491e-08,2.80049052845945e-07
"ENSG00000002586",4558.9761296615,-0.726952947620129,0.22443953793682,0.000504224592101128,0.00153053372390469
"ENSG00000002587",460.100556756226,-3.28433564547304,0.407419594134215,2.98102796132107e-16,1.20725343344977e-14
"ENSG00000002726",319.870519142169,4.93319078421616,0.70581017235153,2.73407335502491e-14,7.71812825339091e-13
"ENSG00000002745",7.73230943937526,0.483586279226919,0.562246087535662,0.26232240609968,0.357637848543285
"ENSG00000002746",51.4535991251237,-0.0989394198171156,0.287328699046368,0.71359234794115,0.781347865236186
"ENSG00000002822",597.304910705699,0.127641047367769,0.147098130217766,0.406523084537482,0.508411466992964
"ENSG00000002834",4367.82556957619,0.376682980040716,0.135135495072114,0.496532604388753,0.594152320205971
"ENSG00000002919",429.282909555196,0.381478835529262,0.133050098552075,0.0036157729738997,0.0088418315932457
"ENSG00000002933",1031.06054776643,-0.8313518271523,0.337447666495279,0.00825393699914458,0.018355256561119
"ENSG00000003056",2627.94182480994,0.384065099184217,0.14878789886004,0.00868736249704019,0.0191615087318377
"ENSG00000003096",68.3809356690119,-2.28996176065287,0.434410477144924,4.35849185866935e-08,3.24285308988437e-07
"ENSG00000003137",161.466635770384,-0.945196399434773,0.375795206996687,0.00616272813611646,0.0141439178982415
"ENSG00000003147",403.989607583814,1.13926244630795,0.2641487494956,4.91318490164381e-06,2.33103058259898e-05
"ENSG00000003249",309.537173825251,0.818168763911365,0.361307327662557,0.0113627141331772,0.0242758664997741
"ENSG00000003393",520.207414699087,0.493433071574697,0.149646708202931,0.000899978205312901,0.00256168173623761
"ENSG00000003400",554.022256436785,1.73179328682272,0.233389113119312,1.55580019574326e-14,4.63025434999808e-13
"ENSG00000003402",3272.6254672905,0.583495124186567,0.148728853698561,6.45309807758855e-05,0.000239925761567674
"ENSG00000003436",391.795591283814,-1.01284928327461,0.365318340269403,0.00291471653046338,0.00728242854598138
"ENSG00000003509",320.636020924071,0.279987441765965,0.152470431010199,0.0670507887930115,0.112973487375638
"ENSG00000003756",2564.04482069188,-0.134734513885479,0.174196823513254,0.307110787342907,0.40608634305623
"ENSG00000003987",53.2262958176658,-0.331586614171026,0.313816991829688,0.258028436454181,0.352957489693485
"ENSG00000003989",969.290214734187,-2.57086570015123,0.479138175192188,2.69333821132807e-08,2.09161485322989e-07
"ENSG00000004059",3110.74908404444,0.368910611149858,0.17283614253754,0.0391021424757474,0.0712351453890526
"ENSG00000004139",363.334424078795,-0.460543109577306,0.184626297005243,0.00920781600249753,0.0201704023717839
"ENSG00000004142",1553.93839181494,-0.120868965475924,0.107249446893582,0.25555349927037,0.350200240719162
"ENSG00000004399",2548.64987255827,1.24415003108156,0.26990643540259,1.03050755824517e-06,5.70733499367403e-06
"ENSG00000004455",2702.82522149117,0.587785254697768,0.187860982239151,0.00127424092830481,0.00349333459864883
"ENSG00000004468",178.01382598487,2.1982208523449,0.478833965458234,2.27747639012616e-07,1.45776714854491e-06
"ENSG00000004478",3776.38324174138,0.58137664252517,0.253029646335706,0.0211169809386294,0.0417511140280081
"ENSG00000004487",1983.11042388601,-0.0656207595502394,0.169336318517894,0.605392980144737,0.690869962954543
"ENSG00000004534",2505.23490849666,0.313857950793493,0.230602360981344,0.198734707137442,0.284016634768488
"ENSG00000004660",280.696476742907,-0.542287007061778,0.229348160928361,0.0130826969514371,0.0274404994186829
"ENSG00000004700",771.330960637533,0.493283567961215,0.156934608498228,0.00137119717994034,0.00372772993430602
"ENSG00000004766",427.284292169702,0.0853716120798696,0.12651819194463,0.532067935458208,0.626177186503327
"ENSG00000004776",1255.98604937002,-2.08191150020224,0.505249654958376,1.22306490269685e-05,5.35537268981953e-05
"ENSG00000004777",408.58724048787,-0.106440580432422,0.294192779820795,0.675467574314596,0.750797658166936
"ENSG00000004779",1102.77075652539,0.527028733101504,0.190411356493275,0.00582533952864823,0.0134759240289144
"ENSG00000004799",1569.33630821687,-1.7017787074804,0.426404278272048,2.38905663976171e-05,9.78458102344052e-05
"ENSG00000004809",6.99621406423472,1.44051619652056,0.671773070685989,0.00472976853218175,0.0112145055266503
"ENSG00000004838",136.574960896898,-0.275596104141409,0.340758862515726,0.379211098861293,0.481246612041609
"ENSG00000004846",63.7129274447025,0.534237294341292,0.249949403261957,0.0250352963819717,0.0484942027596699
"ENSG00000004848",516.549281405995,-4.6252030098602,1.30037808325025,0.000250023817119164,0.000817485469838099
"ENSG00000004864",613.829928375267,0.88612691338143,0.158914604301043,1.52315749043798e-08,1.24950987976271e-07
"ENSG00000004866",440.165598599111,-0.161763280381149,0.143781740854794,0.217982529733877,0.306616299609549
