"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",1359.42633651261,-0.30854774785624,0.21320414981737,-1.44719391306661,0.147842620877431,0.294436926644707
"ENSG00000000005",32.3853865046987,0.310903445614486,0.842891893058092,0.368853287325493,0.712237083253044,0.831205089647979
"ENSG00000000419",945.129822218943,0.0916123341734536,0.132496872569191,0.691430162818467,0.48929525433752,0.65775823622644
"ENSG00000000457",339.032320477142,0.0517085932191254,0.107236420851778,0.482192456708314,0.629669234957185,0.771403918195044
"ENSG00000000460",189.395142534718,-0.279586125986796,0.207999441080163,-1.34416767917681,0.178894170664966,0.336298365575959
"ENSG00000000938",437.783558863543,0.792612518074964,0.414497895220675,1.91222326389133,0.0558475634080864,0.146069171521724
"ENSG00000000971",3025.40272390116,0.782983962365372,0.331453168202906,2.36227629565469,0.0181630997171885,0.0649934204283312
"ENSG00000001036",1240.92595774812,0.13597760802365,0.121553930867193,1.11866072165297,0.263284907954133,0.437252175349344
"ENSG00000001084",547.644019546755,0.439467483779919,0.140946092984786,3.11798272994594,0.00182093473375537,0.0116918462718035
"ENSG00000001167",557.239903220213,-0.0529879571631897,0.147919913607487,-0.358220579440005,0.720178247603857,0.836871978794983
"ENSG00000001460",152.068345347804,-0.240033182035077,0.183875046609578,-1.30541466316928,0.191751688054097,0.352348676275113
"ENSG00000001461",657.943234236047,-0.558765604740488,0.175834845365174,-3.17778653929511,0.00148403966981493,0.0100668900263226
"ENSG00000001497",768.494597758109,-0.114687519771745,0.109782320235374,-1.04468114288215,0.296170363015775,0.472160195175881
"ENSG00000001561",421.291796895392,0.232131896340173,0.205571199185034,1.1292043693885,0.258811630946493,0.432115192400848
"ENSG00000001617",1297.09506836254,-0.765141641091256,0.309008071117814,-2.4761218641423,0.013281823493816,0.051376854087816
"ENSG00000001626",120.142526010806,-0.811188375850786,0.655940930678426,-1.23667900250072,0.216206277055286,0.381872093640502
"ENSG00000001629",1211.7847815394,0.0552498772819592,0.18753496173205,0.294611078231377,0.76829099840138,0.868408364648026
"ENSG00000001630",995.569420677652,-0.38060249665488,0.18790445930178,-2.02551072001767,0.0428149488213564,0.120023100354578
"ENSG00000001631",691.248851812388,0.075577629055776,0.185409264453379,0.407625958058747,0.683548303838141,0.811605473951478
"ENSG00000002016",268.012624794116,0.26952983659749,0.214695596775306,1.25540458512325,0.209331925714512,0.37367476153123
"ENSG00000002330",933.16374472674,-0.484242190280249,0.176827456540346,-2.73850113412542,0.00617199475512854,0.0290105981563389
"ENSG00000002549",2388.38591863356,0.238249227359627,0.205691792257295,1.15828261665204,0.246748722926854,0.417908101802839
"ENSG00000002586",4558.9761296615,0.511690297699083,0.200427345210003,2.5529964345082,0.0106800589531534,0.0438146509065139
"ENSG00000002587",436.979905557397,-1.33614781271318,0.443417230567389,-3.01329700472728,0.0025842586560968,0.0151455752127377
"ENSG00000002726",319.870519142169,-0.696070640917232,0.581772030119391,-1.19646632165246,0.231514633545341,0.399965947020202
"ENSG00000002745",8.56475405592055,1.21380251748184,0.513254974082721,2.36491135746151,0.0180343868609553,0.064682848882875
"ENSG00000002746",51.4535991251237,0.255361579175234,0.24868652340833,1.02684124445273,0.304495224699902,0.482063849791735
"ENSG00000002822",597.304910705699,-0.252150570882753,0.143540987222337,-1.75664509323867,0.0789783217664938,0.186801812881799
"ENSG00000002834",4367.82556957619,0.229383247719082,0.112123750799425,2.04580426612217,0.0407756321467197,0.116128098710552
"ENSG00000002919",429.282909555196,0.168796447012129,0.118458575385173,1.42494071419718,0.154174339276081,0.302917607387379
"ENSG00000002933",1031.06054776643,0.382187617791383,0.298263652704534,1.28137509993544,0.200061945844034,0.362615749818412
"ENSG00000003056",2627.94182480994,0.292177536382399,0.124371950154345,2.34922372785672,0.0188125992023927,0.0666958085087365
"ENSG00000003096",68.3809356690119,0.251135687975237,0.446093527870068,0.562966446014848,0.573457732526378,0.728006097507872
"ENSG00000003137",161.466635770384,0.175850071366397,0.336665154862058,0.522329290176908,0.601441078995213,0.749676047592594
"ENSG00000003147",403.989607583814,-0.037175663450636,0.232038167502092,-0.160213571115626,0.87271283928206,0.931677350563032
"ENSG00000003249",309.537173825251,-0.664805763659532,0.300652681148004,-2.21120849852746,0.0270214021483086,0.0860439150711513
"ENSG00000003393",520.207414699087,0.184540760967377,0.143051415110561,1.29003100615782,0.197039892837455,0.359200110073457
"ENSG00000003400",554.022256436785,-0.183980202313302,0.219327524439219,-0.838837728113268,0.401560376053694,0.578593323176799
"ENSG00000003402",3272.6254672905,0.0676111571781904,0.130409682596496,0.518451972522531,0.604142961014472,0.751847101123916
"ENSG00000003436",391.795591283814,1.15735348930979,0.353777804330429,3.2714135119365,0.00107011314555919,0.00793709047518245
"ENSG00000003509",320.636020924071,-0.0459849062004974,0.127949193297766,-0.359399735279926,0.719296072731868,0.836352035153042
"ENSG00000003756",2564.04482069188,0.554122766568994,0.157453991684883,3.5192678231872,0.000432739617690819,0.00397040913079181
"ENSG00000003987",53.2262958176658,-0.000356183855201378,0.288489170169365,-0.0012346524307733,0.999014890137806,0.999425699823126
"ENSG00000003989",969.290214734187,-0.546876662412242,0.468151831620274,-1.16816089455317,0.242741871103046,0.413302975350872
"ENSG00000004059",3110.74908404444,-0.285428934848895,0.183851786960449,-1.55249475443117,0.120543886873668,0.254079206861089
"ENSG00000004139",363.334424078795,-0.12002457619734,0.167624695144528,-0.716031585285532,0.473971846062283,0.645103712919242
"ENSG00000004142",1553.93839181494,-0.242709068278527,0.0920691681058541,-2.63616010953285,0.00838501567169515,0.0365760810616702
"ENSG00000004399",2548.64987255827,0.279650098823381,0.235540819610896,1.18726808918026,0.235121890925937,0.404344968019985
"ENSG00000004455",2702.82522149117,-0.45240436918351,0.16570949835085,-2.73010523648833,0.00633141108447506,0.0295470881527457
"ENSG00000004468",178.01382598487,0.416626527471854,0.391320452430401,1.06466841915439,0.287026006132691,0.462668433269633
"ENSG00000004478",3776.38324174138,-1.03921676565458,0.217497313756477,-4.77806712968489,1.7698829720145e-06,6.17629214672509e-05
"ENSG00000004487",1983.11042388601,-0.427789193430044,0.139404690642268,-3.0686857914115,0.0021500259187322,0.0131988264067169
"ENSG00000004534",2505.23490849666,0.604449524782371,0.203111381863241,2.97595102370658,0.00292081503938193,0.0166083006795483
"ENSG00000004660",280.696476742907,-0.32068956271752,0.202241975897674,-1.58567261466915,0.112813594489695,0.242435347008377
"ENSG00000004700",771.330960637533,0.605451113956247,0.14296415655667,4.23498538751739,2.28566568415216e-05,0.000451528527736092
"ENSG00000004766",427.284292169702,0.403939639355481,0.106250045498586,3.80178321298559,0.000143658401064835,0.0017296436147886
"ENSG00000004776",1255.98604937002,0.681628628851321,0.486047724880149,1.40239032909659,0.160798719668572,0.31184394019059
"ENSG00000004777",408.58724048787,-0.644827021477793,0.253812693369705,-2.54056254207324,0.0110674297592771,0.0448864869271531
"ENSG00000004779",1102.77075652539,-0.173402824325788,0.196070000223327,-0.884392431928794,0.376484406941378,0.553876548785704
"ENSG00000004799",1569.33630821687,0.720928051020994,0.389417771308821,1.85129725486841,0.0641268008063361,0.161094620734716
"ENSG00000004809",6.99621406423472,0.19586732570404,0.493274514380534,0.397075705299745,0.691311634742051,0.816960169558666
"ENSG00000004838",136.574960896898,-0.583429974893597,0.302215738684217,-1.93050824365973,0.0535438947785279,0.14162758424941
"ENSG00000004846",63.7129274447025,-0.157375490000325,0.216540116956437,-0.726772905696664,0.467365083422794,0.639127442715738
"ENSG00000004848",122.402687228864,-4.02144740015617,1.56875061697523,-2.56347143812448,0.0103631227030634,0.0428801421897987
"ENSG00000004864",613.829928375267,0.232563733020951,0.150690304718052,1.54332246826422,0.122752554767964,0.257376755348873
"ENSG00000004866",440.165598599111,0.105306249949869,0.125198205123944,0.841116291129078,0.400282789384814,0.577347393191373
"ENSG00000004897",936.561967787002,0.30698707015477,0.119897946804936,2.56040306223269,0.0104550826633516,0.0431066641116511
"ENSG00000004939",3.19804706202242,0.124841571758531,0.762662804692559,0.163691700959321,0.8699738510976,0.930601133780353
"ENSG00000004948",4.45748098197389,1.15799659345492,0.4868940639867,2.37833376725363,0.0173910763388435,0.0631309292574707
"ENSG00000004961",327.889233284186,-0.162310117950577,0.149354612489265,-1.08674325650467,0.277150291349074,0.451921643656573
"ENSG00000004975",875.761574017126,-0.500375138086818,0.181602261334011,-2.75533539291399,0.0058631998668779,0.0279551543579807
